ItemName_TH= {
    ItemName_Base.Termites = "ปลวก",
    ItemName_Base.Thistle = "ดอกธิสเซิล",
    ItemName_Base.Thread = "ด้าย",
    ItemName_Base.Thyme = "ไธม์",
    ItemName_Base.Tie_BowTieFull = "โบว์ไท",
    ItemName_Base.Tie_BowTieWorn = "โบว์ไทแบบติด",
    ItemName_Base.Tie_Full = "เนคไท",
    ItemName_Base.Tie_Full_Spiffo = "เนคไทสปิฟโฟ",
    ItemName_Base.Tie_Worn = "เนคไทแบบติด",
    ItemName_Base.Tie_Worn_Spiffo = "เนคไทสปิฟโฟแบบติด",
    ItemName_Base.TightsBlack = "ถุงน่องยาว",
    ItemName_Base.TightsBlackSemiTrans = "ถุงน่องยาวกึ่งโปร่งใส",
    ItemName_Base.TightsBlackTrans = "ถุงน่องยาวโปร่งใส",
    ItemName_Base.TightsFishnets = "ถุงน่องยาวตาข่าย",
    ItemName_Base.Timer = "ตัวตั้งเวลา",
    ItemName_Base.TimerCrafted = "อุปกรณ์ตั้งเวลา",
    ItemName_Base.TinCanEmpty = "กระป๋องดีบุกเปล่า",
    ItemName_Base.TinOpener = "ที่เปิดกระป๋อง",
    ItemName_Base.TinnedBeans = "ถั่วเขียวกระป๋อง",
    ItemName_Base.TinnedSoup = "ซุปกระป๋อง",
    ItemName_Base.TinnedSoupOpen = "ซุปกระป๋อง (เปิดแล้ว)",
    ItemName_Base.TirePump = "เครื่องสูบลม",
    ItemName_Base.Tissue = "กระดาษเช็ดหน้า",
    ItemName_Base.Toast = "ขนมปังปิ้ง",
    ItemName_Base.TomatoPaste = "ซอสมะเขือเทศเข้มข้น",
    ItemName_Base.Tofu = "เต้าหู้",
    ItemName_Base.TofuFried = "เต้าหู้ทอด",
    ItemName_Base.ToiletPaper = "กระดาษชำระ",
    ItemName_Base.Tongs = "คีมจับเหล็ก",
    ItemName_Base.Toolbox = "กล่องเครื่องมือ",
    ItemName_Base.Toothbrush = "แปรงสีฟัน",
    ItemName_Base.Toothpaste = "ยาสีฟัน",
    ItemName_Base.Torch = "ไฟฉายใหญ่",
    ItemName_Base.Tortilla = "แป้งตอติญ่า",
    ItemName_Base.TortillaChips = "ทอร์ทียาชิป",
    ItemName_Base.Tote = "กระเป๋าผ้า",
    ItemName_Base.ToyBear = "ตุ๊กตาหมี",
    ItemName_Base.ToyCar = "รถของเล่น",
    ItemName_Base.TrailerTrunk1 = "กระบะใหญ่",
    ItemName_Base.TrailerTrunk2 = "กระบะพ่วง",
    ItemName_Base.TrailerTrunk3 = "กระบะพ่วง",
    ItemName_Base.TrapBox = "กับดักแบบกล่อง",
    ItemName_Base.TrapCage = "กับดักแบบกรง",
    ItemName_Base.TrapCrate = "กับดักแบบลัง",
    ItemName_Base.TrapMouse = "กับดักหนู",
    ItemName_Base.TrapSnare = "กับดักแบบบ่วง",
    ItemName_Base.TrapStick = "กับดักนก",
    ItemName_Base.TreeBranch = "กิ่งไม้",
    ItemName_Base.TriggerCrafted = "อุปกรณ์ควบคุมระยะไกล",
    ItemName_Base.Trousers = "กางเกงขายาว",
    ItemName_Base.TrousersMesh_DenimLight = "กางเกงยีนส์สีซีด",
    ItemName_Base.TrousersMesh_Leather = "กางเกงหนังรัดรูป",
    ItemName_Base.Trousers_ArmyService = "กางเกงทหาร",
    ItemName_Base.Trousers_Black = "กางเกงขายาวสีดำ",
    ItemName_Base.Trousers_CamoDesert = "กางเกงทหาร ลายพรางทะเลทราย",
    ItemName_Base.Trousers_CamoGreen = "กางเกงทหาร ลายพราง",
    ItemName_Base.Trousers_CamoUrban = "กางเกงทหาร ลายพรางในเมือง",
    ItemName_Base.Trousers_Chef = "กางเกงกุ๊ก",
    ItemName_Base.Trousers_DefaultTEXTURE = "กางเกงขายาว",
    ItemName_Base.Trousers_DefaultTEXTURE_HUE = "กางเกงขายาว",
    ItemName_Base.Trousers_DefaultTEXTURE_TINT = "กางเกงขายาว",
    ItemName_Base.Trousers_Denim = "กางเกงยีนส์",
    ItemName_Base.Trousers_Fireman = "กางเกงเจ้าหน้าที่ดับเพลิง",
    ItemName_Base.Trousers_JeanBaggy = "กางเกงยีนส์ขาย้วย",
    ItemName_Base.Trousers_LeatherBlack = "กางเกงหนังสีดำ",
    ItemName_Base.Trousers_NavyBlue = "กางเกงขายาวสีน้ำเงิน",
    ItemName_Base.Trousers_Padded = "กางเกงกันหนาว",
    ItemName_Base.Trousers_Police = "กางเกงตำรวจรัฐ",
    ItemName_Base.Trousers_PoliceGrey = "กางเกงตำรวจ",
    ItemName_Base.Trousers_PrisonGuard = "กางเกงผู้คุม",
    ItemName_Base.Trousers_Ranger = "กางเกงเจ้าหน้าที่ป่าไม้",
    ItemName_Base.Trousers_Santa = "กางเกงซานต้า",
    ItemName_Base.Trousers_SantaGReen = "กางเกงซานต้าสีเขียว",
    ItemName_Base.Trousers_Scrubs = "กางเกงแพทย์",
    ItemName_Base.Trousers_Shellsuit_Black = "กางเกงออกกำลังกาย",
    ItemName_Base.Trousers_Shellsuit_Blue = "กางเกงออกกำลังกาย",
    ItemName_Base.Trousers_Shellsuit_Green = "กางเกงออกกำลังกาย",
    ItemName_Base.Trousers_Shellsuit_Pink = "กางเกงออกกำลังกาย",
    ItemName_Base.Trousers_Shellsuit_TINT = "กางเกงออกกำลังกาย",
    ItemName_Base.Trousers_Shellsuit_Teal = "กางเกงออกกำลังกาย",
    ItemName_Base.Trousers_Suit = "กางเกงสูท",
    ItemName_Base.Trousers_SuitTEXTURE = "กางเกงสูท",
    ItemName_Base.Trousers_SuitWhite = "กางเกงสูท",
    ItemName_Base.Trousers_WhiteTEXTURE = "กางเกงขายาว",
    ItemName_Base.Trousers_WhiteTINT = "กางเกงขายาว",
    ItemName_Base.Trout = "ปลาเทราต์",
    ItemName_Base.Trumpet = "ทรัมเป็ต",
    ItemName_Base.TrunkDoor1 = "ฝาท้ายรถ",
    ItemName_Base.TrunkDoor2 = "ฝาท้ายรถ",
    ItemName_Base.TrunkDoor3 = "ฝาท้ายรถ",
    ItemName_Base.Tshirt_ArmyGreen = "เสื้อยืดทหาร",
    ItemName_Base.Tshirt_BusinessSpiffo = "เสื้อยืดสปิฟโฟ",
    ItemName_Base.Tshirt_CamoDesert = "เสื้อทหารแขนสั้น ลายพรางทะเลทราย",
    ItemName_Base.Tshirt_CamoGreen = "เสื้อทหารแขนสั้น ลายพราง",
    ItemName_Base.Tshirt_CamoUrban = "เสื้อทหารแขนสั้น ลายพรางในเมือง",
    ItemName_Base.Tshirt_DefaultDECAL = "เสื้อยืด",
    ItemName_Base.Tshirt_DefaultDECAL_TINT = "เสื้อยืด",
    ItemName_Base.Tshirt_DefaultTEXTURE = "เสื้อยืด",
    ItemName_Base.Tshirt_DefaultTEXTURE_TINT = "เสื้อยืด",
    ItemName_Base.Tshirt_Fossoil = "เสื้อยืดมีลาย",
    ItemName_Base.Tshirt_Gas2Go = "เสื้อยืดมีลาย",
    ItemName_Base.Tshirt_IndieStoneDECAL = "เสื้อยืดมีลาย",
    ItemName_Base.Tshirt_McCoys = "เสื้อยืดมีลาย",
    ItemName_Base.Tshirt_PileOCrepe = "เสื้อยืดลายเครป",
    ItemName_Base.Tshirt_PizzaWhirled = "เสื้อยืดร้านพิซซ่า",
    ItemName_Base.Tshirt_PoliceBlue = "เสื้อแขนสั้นตำรวจรัฐ",
    ItemName_Base.Tshirt_PoliceGrey = "เสื้อแขนสั้นตำรวจ",
    ItemName_Base.Tshirt_PoloStripedTINT = "เสื้อยืดลายขวาง",
    ItemName_Base.Tshirt_PoloTINT = "เสื้อยืด",
    ItemName_Base.Tshirt_Profession_FiremanBlue = "เสื้อยืดดับเพลิงสีน้ำเงิน",
    ItemName_Base.Tshirt_Profession_FiremanRed = "เสื้อยืดดับเพลิงสีแดง",
    ItemName_Base.Tshirt_Profession_FiremanRed02 = "เสื้อยืดดับเพลิงสีแดงเข้ม",
    ItemName_Base.Tshirt_Profession_FiremanWhite = "เสื้อยืดดับเพลิงสีขาว",
    ItemName_Base.Tshirt_Profession_PoliceBlue = "เสื้อยืดตำรวจสีน้ำเงิน",
    ItemName_Base.Tshirt_Profession_PoliceWhite = "เสื้อยืดตำรวจสีขาว",
    ItemName_Base.Tshirt_Profession_RangerBrown = "เสื้อยืดป่าไม้สีน้ำตาล",
    ItemName_Base.Tshirt_Profession_RangerGreen = "เสื้อยืดป่าไม้สีเขียว",
    ItemName_Base.Tshirt_Profession_VeterenGreen = "เสื้อยืดทหารผ่านศึกสีเขียว",
    ItemName_Base.Tshirt_Profession_VeterenRed = "เสื้อยืดทหารผ่านศึกสีแดง",
    ItemName_Base.Tshirt_Ranger = "เสื้อแขนสั้นเจ้าหน้าที่ป่าไม้",
    ItemName_Base.Tshirt_Rock = "เสื้อยืดมีลาย",
    ItemName_Base.Tshirt_Scrubs = "เสื้อแขนสั้นแพทย์",
    ItemName_Base.Tshirt_SpiffoDECAL = "เสื้อยืดสปิฟโฟ",
    ItemName_Base.Tshirt_Sport = "เสื้อกีฬา",
    ItemName_Base.Tshirt_SportDECAL = "เสื้อยืด",
    ItemName_Base.Tshirt_ThunderGas = "เสื้อยืดมีลาย",
    ItemName_Base.Tshirt_ValleyStation = "เสื้อยืดมีลาย",
    ItemName_Base.Tshirt_WhiteLongSleeve = "เสื้อยืดแขนยาว",
    ItemName_Base.Tshirt_WhiteLongSleeveTINT = "เสื้อยืดแขนยาว",
    ItemName_Base.Tshirt_WhiteTINT = "เสื้อยืด",
    ItemName_Base.TunaTin = "ปลาทูน่ากระป๋อง",
    ItemName_Base.TunaTinOpen = "ปลาทูน่ากระป๋อง (เปิดแล้ว)",
    ItemName_Base.Tweezers = "แหนบ",
    ItemName_Base.Twigs = "ก้านไม้",
    ItemName_Base.Twine = "เชือกปอ",
    ItemName_Base.Umbrella = "ร่ม",
    ItemName_Base.UmbrellaBlack = "ร่ม",
    ItemName_Base.UmbrellaBlue = "ร่ม",
    ItemName_Base.UmbrellaRed = "ร่ม",
    ItemName_Base.UmbrellaWhite = "ร่ม",
    ItemName_Base.Underpants_AnimalPrint = "กางเกงในลายเสือ",
    ItemName_Base.Underpants_Black = "กางเกงในสีดำ",
    ItemName_Base.Underpants_RedSpots = "กางเกงในจุดแดง",
    ItemName_Base.Underpants_White = "กางเกงใน",
    ItemName_Base.Underwear1 = "กางเกงใน",
    ItemName_Base.Underwear2 = "กางเกงใน",
    ItemName_Base.UnusableMetal = "เหล็ก (ใช้ไม่ได้)",
    ItemName_Base.UnusableWood = "เศษไม้",
    ItemName_Base.VHS = "วิดีโอเทป",
    ItemName_Base.VHS_Home = "วิดีโอเทป",
    ItemName_Base.VHS_Retail = "วิดีโอเทป",
    ItemName_Base.VanSeatsTrunk2 = "ท้ายรถเล็ก",
    ItemName_Base.VarmintRifle = "ปืนยาว MSR700",
    ItemName_Base.Vest_BulletArmy = "เสื้อกันกระสุน ทหาร",
    ItemName_Base.Vest_BulletCivilian = "เสื้อกันกระสุน",
    ItemName_Base.Vest_BulletPolice = "เสื้อกันกระสุน ตำรวจ",
    ItemName_Base.Vest_DefaultTEXTURE = "เสื้อกล้าม",
    ItemName_Base.Vest_DefaultTEXTURE_TINT = "เสื้อกล้าม",
    ItemName_Base.Vest_Foreman = "เสื้อกั๊กคนงาน",
    ItemName_Base.Vest_HighViz = "เสื้อกั๊กสะท้อนแสง",
    ItemName_Base.Vest_Hunting_Camo = "เสื้อกั๊กล่าสัตว์",
    ItemName_Base.Vest_Hunting_CamoGreen = "เสื้อกั๊กล่าสัตว์สีเขียว",
    ItemName_Base.Vest_Hunting_Grey = "เสื้อกั๊กล่าสัตว์สีเทา",
    ItemName_Base.Vest_Hunting_Orange = "เสื้อกั๊กล่าสัตว์สีส้ม",
    ItemName_Base.Vest_Waistcoat = "เสื้อกั๊กนอก",
    ItemName_Base.Vest_WaistcoatTINT = "เสื้อกั๊กนอก",
    ItemName_Base.Vest_Waistcoat_GigaMart = "เสื้อกั๊กนอกร้านขายของ",
    ItemName_Base.VideoGame = "เครื่องเล่นเกม",
    ItemName_Base.Vinegar = "น้ำส้มสายชู",
    ItemName_Base.Violets = "ดอกไวโอเล็ต",
    ItemName_Base.Violin = "ไวโอลิน",
    ItemName_Base.Waffles = "วอฟเฟิล",
    ItemName_Base.WafflesCraft = "วาฟเฟิล",
    ItemName_Base.WafflesRecipe = "วาฟเฟิล",
    ItemName_Base.Wallet = "กระเป๋าเงิน",
    ItemName_Base.Wallet2 = "กระเป๋าเงิน",
    ItemName_Base.Wallet3 = "กระเป๋าเงิน",
    ItemName_Base.Wallet4 = "กระเป๋าเงิน",
    ItemName_Base.Wasabi = "วาซาบิ",
    ItemName_Base.WaterBleachBottle = "ขวดใส่น้ำ",
    ItemName_Base.WaterBottleEmpty = "ขวดเปล่า",
    ItemName_Base.WaterBottleFull = "ขวดน้ำ",
    ItemName_Base.WaterBottlePetrol = "ขวดใส่น้ำมันเบนซิน",
    ItemName_Base.WaterBowl = "ชาม (มีน้ำ)",
    ItemName_Base.WaterDish = "ชามอาหารสุนัข",
    ItemName_Base.WaterDrop = "หยดน้ำ",
    ItemName_Base.WaterMug = "แก้วน้ำ (มีน้ำ)",
    ItemName_Base.WaterMugRed = "แก้วน้ำ (มีน้ำ)",
    ItemName_Base.WaterMugSpiffo = "แก้วน้ำ (มีน้ำ)",
    ItemName_Base.WaterMugWhite = "แก้วน้ำ (มีน้ำ)",
    ItemName_Base.WaterPaintbucket = "กระป๋องสี (มีน้ำ)",
    ItemName_Base.WaterPopBottle = "ขวดน้ำ",
    ItemName_Base.WaterPot = "หม้อทำอาหาร (มีน้ำ)",
    ItemName_Base.WaterPotPasta = "หม้อพาสต้า",
    ItemName_Base.WaterPotRice = "หม้อข้าวต้ม",
    ItemName_Base.WaterSaucepan = "กระทะทรงลึก (มีน้ำ)",
    ItemName_Base.WaterSaucepanPasta = "กระทะทรงลึก (มีพาสต้า)",
    ItemName_Base.WaterSaucepanRice = "กระทะทรงลึก (มีข้าว)",
    ItemName_Base.WaterTeacup = "ถ้วยชา (มีน้ำ)",
    ItemName_Base.Watermelon = "แตงโม",
    ItemName_Base.WatermelonSliced = "แตงโม (หั่น)",
    ItemName_Base.WatermelonSmashed = "แตงโม (ทุบ)",
    ItemName_Base.WeddingDress = "ชุดเดรสแต่งงาน",
    ItemName_Base.WeddingJacket = "เสื้อแต่งงาน",
    ItemName_Base.WeddingRing_Man = "แหวนแต่งงาน",
    ItemName_Base.WeddingRing_Woman = "แหวนแต่งงาน",
    ItemName_Base.WeldingMask = "หน้ากากเชื่อม",
    ItemName_Base.WeldingRods = "ลวดเชื่อม",
    ItemName_Base.WestpointMap = "แผนที่เวสต์พอยต์",
    ItemName_Base.WhiskeyEmpty = "ขวดเปล่า",
    ItemName_Base.WhiskeyPetrol = "ขวดใส่น้ำมันเบนซิน",
    ItemName_Base.WhiskeyFull = "เหล้าวิสกี้",
    ItemName_Base.WhiskeyWaterFull = "ขวดน้ำ",
    ItemName_Base.WildEggs = "ไข่ป่า",
    ItemName_Base.WildGarlic = "กระเทียมป่า",
    ItemName_Base.WildGarlic2 = "กระเทียมป่า",
    ItemName_Base.WildGarlicCataplasm = "กระเทียมป่า (ยาพอก)",
    ItemName_Base.Windshield1 = "กระจกบังลมหน้า",
    ItemName_Base.Windshield2 = "กระจกบังลมหน้า",
    ItemName_Base.Windshield3 = "กระจกบังลมหน้า",
    ItemName_Base.Wine = "ไวน์ขาว",
    ItemName_Base.Wine2 = "ไวน์แดง",
    ItemName_Base.WineInGlass = "ในแก้ว",
    ItemName_Base.WineEmpty = "ขวดเปล่า",
    ItemName_Base.WineEmpty2 = "ขวดเปล่า",
    ItemName_Base.WinePetrol = "ขวดใส่น้ำมันเบนซิน",
    ItemName_Base.WinePetrol2 = "ขวดใส่น้ำมันเบนซิน",
    ItemName_Base.WineWaterFull = "ขวดใส่น้ำ",
    ItemName_Base.WineWaterFull2 = "ขวดใส่น้ำ",
    ItemName_Base.WinterBerry = "วินเทอร์เบอร์รี",
    ItemName_Base.Wire = "ลวด",
    ItemName_Base.WoodAxe = "ขวานตัดไม้",
    ItemName_Base.WoodenLance = "หอกไม้",
    ItemName_Base.WoodenMallet = "ค้อนไม้",
    ItemName_Base.WoodenStick = "ไม้แท่ง",
    ItemName_Base.Woodglue = "กาวประสานไม้",
    ItemName_Base.Worm = "หนอน",
    ItemName_Base.Wrench = "ประแจ",
    ItemName_Base.WristWatch_Left_ClassicBlack = "นาฬิกาข้อมือสายหนังสีดำ",
    ItemName_Base.WristWatch_Left_ClassicBrown = "นาฬิกาข้อมือสายหนังสีน้ำตาล",
    ItemName_Base.WristWatch_Left_ClassicGold = "นาฬิกาข้อมือสีทอง",
    ItemName_Base.WristWatch_Left_ClassicMilitary = "นาฬิกาข้อมือทหาร",
    ItemName_Base.WristWatch_Left_DigitalBlack = "นาฬิกาข้อมือสีดำ",
    ItemName_Base.WristWatch_Left_DigitalDress = "นาฬิกาข้อมือโลหะ",
    ItemName_Base.WristWatch_Left_DigitalRed = "นาฬิกาข้อมือสีแดง",
    ItemName_Base.WristWatch_Right_ClassicBlack = "นาฬิกาข้อมือสายหนังสีดำ",
    ItemName_Base.WristWatch_Right_ClassicBrown = "นาฬิกาข้อมือสายหนังสีน้ำตาล",
    ItemName_Base.WristWatch_Right_ClassicGold = "นาฬิกาข้อมือสีทอง",
    ItemName_Base.WristWatch_Right_ClassicMilitary = "นาฬิกาข้อมือทหาร",
    ItemName_Base.WristWatch_Right_DigitalBlack = "นาฬิกาข้อมือสีดำ",
    ItemName_Base.WristWatch_Right_DigitalDress = "นาฬิกาข้อมือโลหะ",
    ItemName_Base.WristWatch_Right_DigitalRed = "นาฬิกาข้อมือสีแดง",
    ItemName_Base.Yarn = "ไหมพรม",
    ItemName_Base.Yeast = "ยีสต์",
    ItemName_Base.Yoghurt = "โยเกิร์ต",
    ItemName_Base.Yoyo = "โยโย่",
    ItemName_Base.Zucchini = "ซูกินี",
    ItemName_Base.x2Scope = "กล้องเล็งติดปืน ระยะ 2 เท่า",
    ItemName_Base.x4Scope = "กล้องเล็งติดปืน ระยะ 4 เท่า",
    ItemName_Base.x8Scope = "กล้องเล็งติดปืน ระยะ 8 เท่า",
    ItemName_Moveables.Moveable = "เคลื่อนย้ายได้",
    ItemName_Radio.CDplayer = "เครื่องเล่นซีดี",
    ItemName_Radio.ElectricWire = "สายไฟ",
    ItemName_Radio.HamRadio1 = "เครื่องรับส่งวิทยุ (ใหม่)",
    ItemName_Radio.HamRadio2 = "เครื่องรับส่งวิทยุ (ทหาร)",
    ItemName_Radio.HamRadioMakeShift = "เครื่องรับส่งวิทยุ (ประดิษฐ์)",
    ItemName_Radio.RadioBlack = "วิทยุ (เก่า)",
    ItemName_Radio.RadioMag1 = "นิตยสารวิทยุสื่อสาร เล่มที่ 1",
    ItemName_Radio.RadioMag2 = "นิตยสารวิทยุสื่อสาร เล่มที่ 2",
    ItemName_Radio.RadioMag3 = "นิตยสารวิทยุสื่อสาร เล่มที่ 3",
    ItemName_Radio.RadioMakeShift = "วิทยุ (ประดิษฐ์)",
    ItemName_Radio.RadioReceiver = "ตัวรับสัญญาณวิทยุ",
    ItemName_Radio.RadioRed = "วิทยุ (ใหม่)",
    ItemName_Radio.RadioTransmitter = "ตัวส่งสัญญาณวิทยุ",
    ItemName_Radio.ScannerModule = "ส่วนจับภาพ",
    ItemName_Radio.TvAntique = "ทีวี (โบราณ)",
    ItemName_Radio.TvBlack = "ทีวี (เก่า)",
    ItemName_Radio.TvWideScreen = "ทีวี (ใหม่)",
    ItemName_Radio.WalkieTalkie1 = "วิทยุสื่อสาร (ของเล่น)",
    ItemName_Radio.WalkieTalkie2 = "วิทยุสื่อสาร (เก่า)",
    ItemName_Radio.WalkieTalkie3 = "วิทยุสื่อสาร (ใหม่)",
    ItemName_Radio.WalkieTalkie4 = "วิทยุสื่อสาร (ตำรวจ)",
    ItemName_Radio.WalkieTalkie5 = "วิทยุสื่อสาร (ทหาร)",
    ItemName_Radio.WalkieTalkieMakeShift = "วิทยุสื่อสาร (ประดิษฐ์)",
    ItemName_camping.CampfireKit = "อุปกรณ์ก่อกองไฟ",
    ItemName_camping.CampingTent = "เต็นท์",
    ItemName_camping.CampingTentKit = "อุปกรณ์ตั้งเต็นท์",
    ItemName_camping.Flint = "หินไฟ",
    ItemName_camping.SteelAndFlint = "หินเหล็กไฟ",
    ItemName_camping.SteelKnuckle = "สนับมือเหล็ก",
    ItemName_camping.Stone = "หิน",
    ItemName_camping.TentPeg = "หมุดยึดเต็นท์",
    ItemName_farming.Bacon = "เบคอน",
    ItemName_farming.BaconBits = "เบคอนเค็มอบแห้ง",
    ItemName_farming.BaconRashers = "เบคอนหั่นบาง",
    ItemName_farming.BloomingBroccoli = "เมล็ดพันธุ์บรอกโคลี",
    ItemName_farming.BroccoliBagSeed = "เมล็ดพันธุ์บรอกโคลี (บรรจุซอง)",
    ItemName_farming.BroccoliSeed = "เมล็ดพันธุ์บรอกโคลี",
    ItemName_farming.Cabbage = "กะหล่ำปลี",
    ItemName_farming.CabbageBagSeed = "เมล็ดพันธุ์กะหล่ำปลี (บรรจุซอง)",
    ItemName_farming.CabbageSeed = "เมล็ดพันธุ์กะหล่ำปลี",
    ItemName_farming.CarrotBagSeed = "เมล็ดพันธุ์แคร์รอต (บรรจุซอง)",
    ItemName_farming.CarrotSeed = "เมล็ดพันธุ์แคร์รอต",
    ItemName_farming.GardeningSprayCigarettes = "กระบอกฉีดน้ำ (มียาฆ่าแมลง)",
    ItemName_farming.GardeningSprayEmpty = "กระบอกฉีดน้ำ",
    ItemName_farming.GardeningSprayFull = "กระบอกฉีดน้ำ (มีน้ำ)",
    ItemName_farming.GardeningSprayMilk = "กระบอกฉีดน้ำ (มียาฆ่าเชื้อรา)",
    ItemName_farming.HandShovel = "ช้อนปลูก",
    ItemName_farming.MayonnaiseEmpty = "ขวดเปล่า",
    ItemName_farming.MayonnaiseFull = "ซอสมายองเนส",
    ItemName_farming.MayonnaiseHalf = "ซอสมายองเนส",
    ItemName_farming.MayonnaiseWaterFull = "ขวดน้ำ",
    ItemName_farming.Milk = "นม",
    ItemName_farming.Potato = "มันฝรั่ง",
    ItemName_farming.PotatoBagSeed = "เมล็ดพันธุ์มันฝรั่ง (บรรจุซอง)",
    ItemName_farming.PotatoSeed = "เมล็ดพันธุ์มันฝรั่ง",
    ItemName_farming.RedRadish = "แรดิช",
    ItemName_farming.RedRadishBagSeed = "เมล็ดพันธุ์แรดิช (บรรจุซอง)",
    ItemName_farming.RedRadishSeed = "เมล็ดพันธุ์แรดิช",
    ItemName_farming.RemouladeEmpty = "ขวดเปล่า",
    ItemName_farming.RemouladeFull = "ซอสเรอมูลาร์ด",
    ItemName_farming.RemouladeHalf = "ซอสเรอมูลาร์ด (ครึ่ง)",
    ItemName_farming.RemouladeWaterFull = "ขวดน้ำ",
    ItemName_farming.Salad = "สลัด",
    ItemName_farming.Strewberrie = "สตรอว์เบอร์รี",
    ItemName_farming.StrewberrieBagSeed = "เมล็ดพันธุ์สตรอว์เบอร์รี (บรรจุซอง)",
    ItemName_farming.StrewberrieSeed = "เมล็ดพันธุ์สตรอว์เบอร์รี",
    ItemName_farming.Tomato = "มะเขือเทศ",
    ItemName_farming.TomatoBagSeed = "เมล็ดพันธุ์มะเขือเทศ (บรรจุซอง)",
    ItemName_farming.TomatoSeed = "เมล็ดพันธุ์มะเขือเทศ",
    ItemName_farming.WateredCan = "บัวรดน้ำ",
    ItemName_farming.WateredCanFull = "บัวรดน้ำ (มีน้ำ)",

    -- debugtranslations
	ItemName_Base.CannedPineappleOpen = "สับปะรดกระป๋อง (เปิดแล้ว)",
	ItemName_Base.Mov_BlueComfyChair = "โซฟาสีฟ้า",
	ItemName_Base.Mov_BluePlasticChair = "เก้าอี้พลาสติกสีฟ้า",
	ItemName_Base.Mov_BlueRattanChair = "โซฟาหวายสีฟ้า",
	ItemName_Base.Mov_BrownComfyChair = "โซฟาสีน้ำตาล",
	ItemName_Base.Mov_BrownLowTable = "โต๊ะเตี้ยสีน้ำตาล",
	ItemName_Base.Mov_CardboardBox = "กล่องกระดาษ",
	ItemName_Base.Mov_ChromeSink = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_DarkBlueChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_DarkWoodenChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_DesktopComputer = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_FancyBlackChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_FancyDarkTable = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_FancyLowTable = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_FancyTable = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_FancyToilet = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_FancyWhiteChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_FitnessContraption = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_FoldingChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_GreenChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_GreenComfyChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_GreenOven = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_GreyChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_GreyComfyChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_GreyOven = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_IndustrialSink = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_LightRoundTable = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_LongTable = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_MannequinFemale = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_MannequinMale = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_MapUSA = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_MetalLocker = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_MetalStool = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_MobileCounter = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_ModernOven = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_OakRoundTable = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_OfficeChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_OrangeFuton = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_OrangeModernChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PileOCrepeChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PlasticChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PlasticLowTable = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PurpleRattanChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PurpleWoodenChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_RedBBQ = "เตาบาร์บีคิว",
	ItemName_Base.Mov_RedChair = "ว้ตถุที่เคลื่อนย้ายได้",
